best_so_far,epoch,step,train_grad_norm,train_loss_cls,train_loss_perturbed,train_loss_total,train_sharpness_gap,val_art_painting_acc,val_art_painting_f1,val_cartoon_acc,val_cartoon_f1,val_mean_acc,val_mean_f1,val_photo_acc,val_photo_f1,val_worst_f1,wall_time_s
0.9078434713531985,15,3045,1.9194099867872416,0.16429806881460357,0.4052482783574189,0.4052482783574189,0.2409502104511989,0.8609756097560975,0.8548037528349826,0.9381663113006397,0.9435180581676408,0.9120892231865771,0.9078434713531985,0.937125748502994,0.9252086030569726,0.8548037528349826,314.9
0.9195949740524293,16,3248,1.6425224905237188,0.12270331322651339,0.33982233409517504,0.33982233409517504,0.21711902052457696,0.8804878048780488,0.8768418681828791,0.9339019189765458,0.9393129295526229,0.9211638400872602,0.9195949740524293,0.9491017964071856,0.9426301244217858,0.8768418681828791,334.9
0.9195949740524293,17,3451,1.5399756057215441,0.10113534867176281,0.3071565151655028,0.3071565151655028,0.20602116638363288,0.8707317073170732,0.8622698369962853,0.9488272921108742,0.952889276107034,0.9218889279530283,0.9181187072935062,0.9461077844311377,0.9391970087771994,0.8622698369962853,354.8
0.9195949740524293,18,3654,1.4295674469964257,0.09217989873232807,0.28563457261312186,0.28563457261312186,0.19345467400007646,0.8536585365853658,0.8498283278909996,0.9445628997867804,0.9492597818338991,0.91677241491846,0.9142539895323788,0.9520958083832335,0.943673858872238,0.8498283278909996,374.7
0.9215720678468818,19,3857,1.156527429011655,0.06281706849296619,0.23464790496773322,0.23464790496773322,0.1718308367202141,0.8707317073170732,0.871162327015962,0.9488272921108742,0.9547638592130381,0.9218889279530283,0.9215720678468818,0.9461077844311377,0.9387900173116456,0.871162327015962,394.7
0.9252413263529071,20,4060,1.145939124335209,0.06166469260908003,0.23217999949831095,0.23217999949831095,0.17051530686285107,0.8780487804878049,0.8748592735348109,0.9402985074626866,0.9464583616092342,0.9264750440872896,0.9252413263529071,0.9610778443113772,0.954406343914676,0.8748592735348109,414.6
0.9252413263529071,21,4263,0.9603099031327981,0.04621235351881076,0.20114730929799854,0.20114730929799854,0.15493495622879178,0.8780487804878049,0.8739047860563005,0.9402985074626866,0.9448484350932104,0.9214850241272098,0.9192433602211159,0.9461077844311377,0.9389768595138366,0.8739047860563005,434.5
0.933502444263495,22,4466,0.8661676950642628,0.0406360708686335,0.18472622131258984,0.18472622131258984,0.14409015045083803,0.8878048780487805,0.8852939017567981,0.9445628997867804,0.9504459238794537,0.9341425526916939,0.933502444263495,0.9700598802395209,0.9647675071542331,0.8852939017567981,454.7
0.933502444263495,23,4669,0.7139422268849875,0.03056821444305807,0.16630172868961185,0.16630172868961185,0.1357335142167331,0.8902439024390244,0.883518619693592,0.9445628997867804,0.9490272116875905,0.9329595528377433,0.9296730330681586,0.9640718562874252,0.9564732678232931,0.883518619693592,474.6
0.933502444263495,24,4872,0.7102820029289558,0.028573396226008116,0.16987849530658405,0.16987849530658405,0.14130509872301458,0.8780487804878049,0.8758972474836781,0.9466950959488273,0.9515510805710047,0.9266112322653045,0.9242315201975638,0.9550898203592815,0.9452462325380083,0.8758972474836781,494.5
0.933502444263495,25,5075,0.7109055991646985,0.02661237598174903,0.16816530740026184,0.16816530740026184,0.14155293161535792,0.8902439024390244,0.8872952728241229,0.9466950959488273,0.9500718387886097,0.9276822609396631,0.9248367557396583,0.9461077844311377,0.9371431556062421,0.8872952728241229,514.4
0.933502444263495,26,5278,0.5258190631407675,0.02007535017460236,0.13461202572058575,0.13461202572058575,0.11453667551903009,0.8902439024390244,0.8826549504605016,0.9488272921108742,0.9545464742220082,0.9353790209377907,0.9326764222233696,0.9670658682634731,0.9608278419875987,0.8826549504605016,534.3
0.933502444263495,27,5481,0.4214236439742478,0.014472803300225951,0.12126653543283493,0.12126653543283493,0.10679373207497479,0.8707317073170732,0.8651993305147634,0.9402985074626866,0.944685057545554,0.9210420077209976,0.9183395067348741,0.9520958083832335,0.9451341321443048,0.8651993305147634,554.2
