disc_acc,epoch,grl_alpha,loss_cls,loss_domain,loss_total,progress,step,wall_time_s
0.5177083566784859,6,0.7294148813403505,4.858562386035919,9.924418759346008,14.782981204986573,0.1871,1140,115.8
0.4812500149011612,6,0.7370083901446571,6.4568870067596436,17.060053396224976,23.516940355300903,0.1903,1160,117.6
0.48333334773778913,6,0.7444202945024496,18.96307029724121,30.142480754852294,49.105550575256345,0.1936,1180,119.5
0.5166666835546494,6,0.7516531763908469,26.491884851455687,40.23300104141235,66.72488594055176,0.1969,1200,121.2
0.53125,7,0.7618354006116387,39.607017517089844,53.65510368347168,93.26212310791016,0.2002,1220,124.6
0.5281250193715096,7,0.76559251971504,38.46938180923462,58.04944343566895,96.51882438659668,0.2035,1240,126.4
0.5000000208616256,7,0.7723044429915061,48.16286392211914,89.02092666625977,137.18379096984864,0.2068,1260,128.1
0.5020833477377892,7,0.7788482539842191,97.2984790802002,146.64585342407227,243.94433135986327,0.2101,1280,129.9
0.5260416761040687,7,0.7852267920788802,124.84826698303223,166.2775131225586,291.12578125,0.2133,1300,131.6
0.5083333492279053,7,0.7914429288416148,69.23613471984864,144.7262981414795,213.9624336242676,0.2166,1320,133.5
0.5135416805744171,7,0.7974995622167016,175.7609691619873,190.43901596069335,366.19998321533205,0.2199,1340,135.2
0.5177083536982536,7,0.8033996109968642,56.53264741897583,58.57631769180298,115.1089641571045,0.2232,1360,137.0
0.5177083536982536,7,0.8091460095649798,18.74675085544586,20.133705615997314,38.88045625686645,0.2265,1380,138.8
0.5250000193715095,7,0.8147417029050613,5.769187474250794,7.15544958114624,12.924637174606323,0.2298,1400,140.5
0.5125000134110451,7,0.8201896418794574,6.090167891979218,10.604656887054443,16.694824743270875,0.233,1420,142.3
0.4703947525275381,8,0.8256241034074953,10.032223048963045,23.906348479421514,33.93857122722425,0.2363,1440,145.7
0.49166668206453323,8,0.8306540630673045,26.562523317337035,42.06206283569336,68.62458591461181,0.2396,1460,147.4
0.5114583507180214,8,0.8356764375365785,24.444993495941162,39.267394351959226,63.71238746643066,0.2429,1480,149.2
0.49062501788139345,8,0.8405628344981435,45.88188214302063,52.2159649848938,98.09784736633301,0.2462,1500,150.9
0.5177083522081375,8,0.8453161723723825,23.7666654586792,34.50201683044433,58.26868228912353,0.2495,1520,152.7
0.4854166880249977,8,0.849939352448809,22.755062890052795,31.57553367614746,54.33059663772583,0.2528,1540,154.4
0.5072916850447655,8,0.854435255883425,23.707780122756958,20.02551770210266,43.73329792022705,0.256,1560,156.1
0.49375001192092893,8,0.8588067409154281,15.22729367017746,9.798349213600158,25.025642967224123,0.2593,1580,157.8
0.5260416820645333,8,0.8630566402957308,4.8528310537338255,4.663071060180664,9.5159019947052,0.2626,1600,159.7
0.5166666820645333,8,0.8671877589195642,3.4736204504966737,3.595204222202301,7.068824720382691,0.2659,1620,161.3
0.5039062649011612,9,0.8715998032977113,4.689395502209663,5.794710874557495,10.484106361865997,0.2692,1640,164.7
0.47395834475755694,9,0.875104721361828,82.7182561635971,152.46679425239563,235.1850486755371,0.2725,1660,166.4
0.5177083477377892,9,0.8788960170857948,3105.6193061828612,3377.6362594604493,6483.255572509765,0.2757,1680,168.1
0.5010416761040688,9,0.8825794324320247,59437.32232208252,41509.609283447266,100946.93317260742,0.279,1700,169.7
0.4927083492279053,9,0.8861576040979774,37104.25405883789,14649.141735458374,51753.395840454104,0.2823,1720,171.4
0.49479167759418485,9,0.8896331305651662,147.22053425312043,44.488761520385744,191.70929689407347,0.2856,1740,173.1
0.5031250059604645,9,0.8930085709395682,1421.9396325349808,8508.637820243835,9930.577625083923,0.2889,1760,174.8
0.5218750089406967,9,0.8962864439334586,114627.08526306153,128810.53275146484,243437.61977539063,0.2922,1780,176.4
0.5,9,0.8994692269812138,49966.57901611328,283005.10322265624,332971.6804199219,0.2955,1800,178.2
0.514583346247673,9,0.9025593554817842,208910759.99375,128979075.0875,337889836.2,0.2987,1820,179.9
0.45673078298568726,10,0.9060772000768604,1747664.0192307692,814610.3629807692,2562274.3509615385,0.302,1840,183.2
0.5083333522081375,10,0.9084711765448439,119990.81508789063,64335.34770507812,184326.16303710936,0.3053,1860,184.9
0.5020833447575569,10,0.9112975245427701,1036.483753967285,1261.2941848754883,2297.7779327392577,0.3086,1880,186.6
0.5041666820645332,10,0.914040528124881,8889.801118469239,34248.93787841797,43138.73809814453,0.3119,1900,188.2
0.5031250134110451,10,0.9167024050963344,3377949.41796875,6269571.9421875,9647521.54765625,0.3152,1920,189.9
0.48854168206453324,10,0.9192853289571017,87501262.3,69162117.75,156663380.4,0.3184,1940,191.6
0.4968750149011612,10,0.921791428843161,5605090.313317871,1376390.7874542237,6981481.002685547,0.3217,1960,193.3
0.510416679084301,10,0.9242227895432231,160.08211851119995,32.31462551653385,192.39674297571182,0.325,1980,195.0
0.5031250089406967,10,0.9265814515855997,10.902170097827911,28.52296394109726,39.425133633613584,0.3283,2000,196.7
0.492708346247673,10,0.9288694113900429,862.6913956642151,1730.2912670135497,2592.982712554932,0.3316,2020,198.4
